,Name,Date of Birth,Date of Death,Race,Gender,Religion,Title,Term Start,Term End,Party,Nominator,Court,Year
204,Fazle Kaderi Mohammad Abdul Munim,1924-12-01,2001-02-16,,male,,Chief Justice of Bangladesh,1982-04-12,1989-11-30,,,Bangladesh,1982
205,Badrul Haider Chowdhury,1925-01-01,1998-02-14,,male,,Chief Justice of Bangladesh,1989-12-01,1990-01-01,,,Bangladesh,1989
206,Shahabuddin Ahmed,1930-02-01,,,male,Islam,Chief Justice of Bangladesh,1990-01-14,1995-01-31,independent politician,,Bangladesh,1990
207,Muhammad Habibur Rahman,1930-12-03,2014-01-11,,male,Islam,Chief Justice of Bangladesh,1995-02-01,1995-04-30,,,Bangladesh,1995
208,A. T. M. Afzal,1934-01-01,,,male,,Chief Justice of Bangladesh,1995-05-01,1999-05-31,,,Bangladesh,1995
209,Mustafa Kamal,1935-01-01,2015-01-05,,male,,Chief Justice of Bangladesh,1999-06-01,1999-12-31,,,Bangladesh,1999
210,Latifur Rahman,1936-03-01,2017-06-06,,male,Islam,Chief Justice of Bangladesh,2000-01-01,2001-02-28,,,Bangladesh,2000
211,Mahmudul Amin Choudhury,1937-06-18,2019-12-22,,male,,Chief Justice of Bangladesh,2001-03-01,2002-06-17,,,Bangladesh,2001
212,Mainur Reza Chowdhury,1938-06-23,2004-06-26,,male,,Chief Justice of Bangladesh,2002-06-18,2003-06-22,,,Bangladesh,2002
213,Khondokar Mahmud Hasan,1939-01-27,,,male,,Chief Justice of Bangladesh,2003-06-23,2004-01-26,,,Bangladesh,2003
214,J. R. Mudassir Husain,1940-01-01,,,male,,Chief Justice of Bangladesh,2004-01-27,2007-02-28,,,Bangladesh,2004
215,J. R. Mudassir Husain,1940-03-01,,,male,,Chief Justice of Bangladesh,2004-01-27,2007-02-28,,,Bangladesh,2004
216,Md. Ruhul Amin,1941-01-01,,,male,,Chief Justice of Bangladesh,2007-03-01,2008-05-31,,,Bangladesh,2007
217,M. M. Ruhul Amin,1942-12-23,2017-01-17,,male,,Chief Justice of Bangladesh,2008-06-01,2009-12-22,,,Bangladesh,2008
218,Md. Tafazzul Islam,1943-02-08,,,male,,Chief Justice of Bangladesh,2009-12-23,2010-02-07,,,Bangladesh,2009
219,Mohammad Fajlul Karim,1943-09-30,,,male,,Chief Justice of Bangladesh,2010-02-08,2010-09-30,,,Bangladesh,2010
220,A.B.M. Khairul Haque,1944-05-18,,,male,,Chief Justice of Bangladesh,2010-10-01,2011-05-17,,,Bangladesh,2010
221,Md. Muzammel Hossain,1948-01-17,,,male,,Chief Justice of Bangladesh,2011-05-18,2015-01-16,,,Bangladesh,2011
222,Surendra Kumar Sinha,1951-02-02,,,male,Hinduism,Chief Justice of Bangladesh,2015-01-17,2017-11-11,,,Bangladesh,2015
223,Md. Abdul Wahhab Miah,1951-11-11,,,male,Islam,Chief Justice of Bangladesh,2017-11-11,2018-02-02,,,Bangladesh,2017
224,Syed Mahmud Hossain,1954-12-31,,,male,,Chief Justice of Bangladesh,2018-02-02,2021-12-30,,,Bangladesh,2018
225,Hasan Foez Siddique,1956-01-01,,,male,,Chief Justice of Bangladesh,2021-12-30,,,,Bangladesh,2021
226,Marco Aurélio Mello,1946-07-12,,,male,,minister of the Supreme Federal Court,,,,,Brazil,
227,Carlos Medeiros Silva,1907-06-19,1983-03-03,,male,,minister of the Supreme Federal Court,,,,,Brazil,
228,Victor Nunes Leal,1914-11-11,1985-05-17,,male,,minister of the Supreme Federal Court,,,,,Brazil,
229,Uladislau Herculano de Freitas,1865-11-25,1926-05-14,,male,,minister of the Supreme Federal Court,1925-01-01,1926-01-01,,,Brazil,1925
230,Hahnemann Guimarães,1901-11-27,1980-04-14,,male,,minister of the Supreme Federal Court,1946-10-24,1967-10-13,,,Brazil,1946
231,Olavo Bilac Pinto,1908-02-08,1985-04-18,,male,,minister of the Supreme Federal Court,1970-06-17,1978-02-09,National Democratic Union,,Brazil,1970
232,G3industrie,1919-03-27,2013-11-23,,male,,minister of the Supreme Federal Court,1978-12-13,1989-03-14,,,Brazil,1978
233,Clóvis Ramalhete Maia,1912-01-01,1995-05-24,,male,,minister of the Supreme Federal Court,1981-04-08,1982-02-25,,,Brazil,1981
234,Célio Borja,1928-07-15,,,male,,minister of the Supreme Federal Court,1986-04-14,1992-03-31,Democratic Social Party,,Brazil,1986
235,Paulo Brossard,1924-10-23,2015-04-12,,male,,minister of the Supreme Federal Court,1989-04-05,1994-10-24,Democratic Movement Party,,Brazil,1989
236,Teori Zavascki,1948-08-15,2017-01-19,,male,,minister of the Supreme Federal Court,2012-11-29,2017-01-19,,,Brazil,2012
237,Henri Elzéar Taschereau,1836-10-07,1911-04-14,,male,,Chief Justice of Canada,,,Parti bleu,,Canada,
238,Patrick Kerwin,1889-10-25,1963-02-02,,male,,Chief Justice of Canada,,,,,Canada,
239,Francis Alexander Anglin,1865-04-02,1933-03-02,,male,,Chief Justice of Canada,,,,,Canada,
240,Samuel Henry Strong,1825-08-13,1909-08-31,,male,,Chief Justice of Canada,,,,,Canada,
241,Gérald Fauteux,1900-10-22,1980-09-14,,male,,Chief Justice of Canada,,,,,Canada,
242,Thibaudeau Rinfret,1879-06-22,1962-06-25,,male,,Chief Justice of Canada,,,Parti libéral du Québec,,Canada,
243,Thibaudeau Rinfret,1879-06-22,1962-07-25,,male,,Chief Justice of Canada,,,Parti libéral du Québec,,Canada,
244,John Robert Cartwright,1895-03-23,1979-11-24,,male,,Chief Justice of Canada,,,,,Canada,
245,William Buell Richards,1815-05-02,1889-01-26,,male,,Chief Justice of Canada,1875-09-30,1879-01-10,Reform movement,,Canada,1875
246,William Johnstone Ritchie,1813-10-28,1892-09-25,,male,,Chief Justice of Canada,1879-01-11,1892-09-25,,,Canada,1879
247,Charles Fitzpatrick,1851-12-19,1942-06-17,,male,,Chief Justice of Canada,1906-06-04,1918-10-21,Liberal Party of Canada,,Canada,1906
248,Charles Fitzpatrick,1851-12-19,1942-06-17,,male,,Chief Justice of Canada,1906-06-04,1918-10-21,Parti libéral du Québec,,Canada,1906
249,Louis Henry Davies,1845-05-04,1924-05-01,,male,,Chief Justice of Canada,1918-10-23,1924-05-01,Liberal Party of Canada,,Canada,1918
250,Lyman Duff,1865-01-07,1955-04-26,,male,,Chief Justice of Canada,1933-03-17,1944-01-07,,,Canada,1933
251,Robert Taschereau,1896-09-10,1970-07-26,,male,,Chief Justice of Canada,1963-04-22,1967-09-01,Parti libéral du Québec,,Canada,1963
252,Bora Laskin,1912-10-05,1984-03-26,,male,,Chief Justice of Canada,1973-12-27,1984-03-26,,,Canada,1973
253,Brian Dickson,1916-05-25,1998-10-17,,male,,Chief Justice of Canada,1984-04-18,1990-06-30,,,Canada,1984
254,Antonio Lamer,1933-07-08,2007-11-24,,male,,Chief Justice of Canada,1990-07-01,2000-01-06,,,Canada,1990
255,Beverley McLachlin,1943-09-07,,,female,,Chief Justice of Canada,2000-01-07,2017-12-15,,,Canada,2000
256,Richard Wagner,1957-04-02,,,male,,Chief Justice of Canada,2017-12-18,,,,Canada,2017
257,August Nybergh,1851-08-20,1920-12-05,Swedish-speaking population of Finland,male,,President of the Supreme Court of Finland,1918-10-01,1920-12-05,Swedish People's Party of Finland,,Finland,1918
258,Julius Grotenfelt,1859-04-12,1929-12-19,Swedish-speaking population of Finland,male,,President of the Supreme Court of Finland,1920-12-11,1929-03-08,Swedish People's Party of Finland,,Finland,1920
259,Frans Pehkonen,1870-01-01,1957-01-01,,male,,President of the Supreme Court of Finland,1929-03-08,1940-03-10,,,Finland,1929
260,Hjalmar Neovius,1877-03-21,1960-02-27,,male,,President of the Supreme Court of Finland,1940-03-21,1945-12-05,,,Finland,1940
261,Oskar Möller,1880-09-18,1971-01-01,,male,,President of the Supreme Court of Finland,1945-12-05,1950-09-18,,,Finland,1945
262,Toivo Tarjanne,1893-02-08,1988-08-23,,male,,President of the Supreme Court of Finland,1950-09-30,1963-02-08,,,Finland,1950
263,Matti Piipponen,1894-06-17,1980-05-06,,male,,President of the Supreme Court of Finland,1963-02-08,1964-06-17,,,Finland,1963
264,Antti Hannikainen,1910-07-18,1976-01-13,,male,,President of the Supreme Court of Finland,1964-06-17,1975-10-11,Centre Party,,Finland,1964
265,Curt Olsson,1919-09-28,2014-10-22,Swedish-speaking population of Finland,male,,President of the Supreme Court of Finland,1975-12-01,1989-09-30,,,Finland,1975
266,Olavi Heinonen,1938-01-01,,,male,,President of the Supreme Court of Finland,1989-10-01,2001-12-31,,,Finland,1989
267,Leif Sevón,1941-10-31,,,male,,President of the Supreme Court of Finland,2002-01-01,2005-12-31,,,Finland,2002
268,Pauliine Koskelo,1956-06-22,,,female,,President of the Supreme Court of Finland,2006-01-01,2015-12-31,,,Finland,2006
269,Timo Esko,1952-05-18,,,male,,President of the Supreme Court of Finland,2016-01-01,2019-08-31,,,Finland,2016
270,Tatu Leppänen,1968-01-01,,,male,,President of the Supreme Court of Finland,2019-09-01,http://www.wikidata.org/.well-known/genid/4b130672140863e1c0cf5c49f96e9b3d,,,Finland,2019
271,Jacques Boitreaud,1922-08-07,1980-12-01,,male,,Q59156405,1959-01-01,1962-01-01,,,France,1959
272,Pierre Aupépin de Lamothe-Dreuzy,,,,male,,Q59156405,1962-01-01,1983-01-01,,,France,1962
273,Bernard Poullain,,,,male,,Q59156405,1983-01-01,1986-01-01,,,France,1983
274,Bruno Genevois,1941-12-13,,,male,,Q59156405,1986-04-28,1993-01-01,,,France,1986
275,Olivier Schrameck,1951-02-27,,,male,,Q59156405,1993-01-05,1997-06-14,,,France,1993
276,Jean-Éric Schoettl,1947-06-16,,,male,,Q59156405,1997-06-19,2007-06-15,,,France,1997
277,Marc Guillaume,1964-12-14,,,male,,Q59156405,2007-06-15,2015-03-16,,,France,2007
278,Laurent Vallée,1971-02-28,,,male,,Q59156405,2015-01-01,2017-01-01,,,France,2015
279,Jean Maïa,1970-06-24,,,male,,Q59156405,2017-08-28,,,,France,2017
280,Théodore Lescouvé,1864-02-12,1940-10-01,,male,,First president of the Court of Cassation,,,,,France,
281,Robert Beudant,1864-11-29,1953-08-06,,male,,Member of the Court of Cassation,,,,,France,
282,Louis Blondel d'Aubers,1765-03-11,1830-03-22,,male,,Member of the Court of Cassation,,,,,France,
283,Bernard Poullain,,,,male,,Member of the Court of Cassation,,,,,France,
284,Claude Mangin,1786-03-06,1835-02-03,,male,,Member of the Court of Cassation,,,Legitimism,,France,
285,Claude Mangin,1786-03-07,1835-02-03,,male,,Member of the Court of Cassation,,,Legitimism,,France,
286,Claude Mangin,1786-03-06,1835-02-04,,male,,Member of the Court of Cassation,,,Legitimism,,France,
287,Claude Mangin,1786-03-07,1835-02-04,,male,,Member of the Court of Cassation,,,Legitimism,,France,
288,François Crettin,1791-12-19,1857-10-21,,male,,Member of the Court of Cassation,,,,,France,
289,Adolphe Florimond de Vergès,1795-09-16,1875-03-17,,male,,Member of the Court of Cassation,,,,,France,
290,Pierre Paul Alexandre Gilbert de Voisins,1773-04-23,1843-04-20,,male,,Member of the Court of Cassation,,,,,France,
291,Philippe Mantellier,1810-10-22,1884-12-07,,male,,Member of the Court of Cassation,,,,,France,
292,Nicolas Martin du Nord,1790-07-29,1847-03-12,,male,,type of high court barrister in France,,,,,France,
293,"Joseph-Marie, comte Portalis",1778-02-19,1858-08-05,,male,,First president of the Court of Cassation,,,,,France,
294,Pierre Paul Nicolas Henrion de Pansey,1742-03-28,1829-04-23,,male,,First president of the Court of Cassation,,,,,France,
295,Pierre-Henri Seignette,1735-01-04,1807-11-19,,male,,Member of the Court of Cassation,,1807-01-01,,,France,
296,Jean-Aimé Delacoste,1740-06-07,1815-11-14,,male,,Member of the Court of Cassation,,1815-01-01,,,France,
297,Jean Rataud,1752-04-09,1831-05-11,,male,,Member of the Court of Cassation,1797-01-01,1829-01-01,,,France,1797
298,Gui-Jean-Baptiste Target,1733-12-17,1806-09-09,,male,,Member of the Court of Cassation,1798-01-01,1806-01-01,,,France,1798
299,Joseph Zangiacomi,1766-03-19,1846-01-12,,male,,Member of the Court of Cassation,1800-01-01,,,,France,1800
300,Durand Borel de Brétizel,1764-07-23,1839-05-01,,male,,Member of the Court of Cassation,1800-01-01,1839-01-01,,,France,1800
301,François Denis Tronchet,1726-03-23,1806-03-10,,male,,First president of the Court of Cassation,1800-04-21,1801-03-05,,,France,1800
302,Joseph-François-Claude Carnot,1752-03-22,1835-07-31,,male,,Member of the Court of Cassation,1801-01-01,1835-01-01,,,France,1801
303,Pierre-Antoine Robert de Saint-Vincent,1756-05-29,1826-01-31,,male,,Member of the Court of Cassation,1815-01-01,,,,France,1815
304,Joseph-Julien Le Gonidec de Kerdaniel,1763-10-16,1844-02-11,,male,,Member of the Court of Cassation,1815-01-01,1844-01-01,,,France,1815
305,Raymond Desèze,1750-09-26,1828-05-02,,male,,First president of the Court of Cassation,1815-02-15,1815-03-13,,,France,1815
306,Raymond Desèze,1750-09-26,1828-05-02,,male,,First president of the Court of Cassation,1815-07-12,1828-05-02,,,France,1815
307,Jean-Marie Pardessus,1772-08-11,1853-05-27,,male,,Member of the Court of Cassation,1821-01-01,1830-01-01,,,France,1821
308,François Choppin d'Arnouville,1773-10-03,1849-06-09,,male,,Member of the Court of Cassation,1822-01-01,1839-01-01,,,France,1822
309,Jean-Pierre Piet-Tardiveau,1763-09-11,1848-10-31,,male,,Member of the Court of Cassation,1822-01-01,1848-01-01,,,France,1822
310,Raymond Lacave-Laplagne,1786-12-21,1857-10-14,,male,,type of high court barrister in France,1824-01-01,1844-01-01,,,France,1824
311,Louis-Ferdinand Bonnet,1760-07-10,1839-12-06,,male,,Member of the Court of Cassation,1826-01-01,1839-01-01,,,France,1826
312,Louis-Joseph Faure,1760-03-05,1837-06-12,,male,,Member of the Court of Cassation,1828-01-01,1837-01-01,,,France,1828
313,Claude François Chauveau-Lagarde,1756-01-21,1841-02-20,,male,,Member of the Court of Cassation,1828-01-01,1841-01-01,,,France,1828
314,Guillaume-Jean Favard de Langlade,1762-04-03,1831-11-14,,male,,Q62076593,1828-05-12,1831-11-14,,,France,1828
315,Henri Cassini,1781-05-09,1832-04-16,,male,,Member of the Court of Cassation,1829-01-01,1832-01-01,,,France,1829
316,Dominique-François-Marie de Bastard d'Estang,1783-10-31,1844-01-23,,male,,Q62076593,1829-01-01,1844-01-01,,,France,1829
317,Alphonse-Marie-Marcellin-Thomas Bérenger,1785-05-31,1866-05-01,,male,,Q62076593,1831-01-01,,,,France,1831
318,Joseph Zangiacomi,1766-03-19,1846-01-12,,male,,Q62076593,1831-01-01,1846-01-01,,,France,1831
319,Emmanuel Jean-Baptiste Fréteau,1775-11-05,1855-07-09,,male,,Member of the Court of Cassation,1833-01-01,1852-01-01,,,France,1833
320,François-Léopold Bresson,1771-12-08,1848-11-21,,male,,Member of the Court of Cassation,1834-01-01,1848-01-01,,,France,1834
321,Albert-Jean-Léonce Vincens Saint-Laurent,1790-11-28,1852-02-26,,,,Member of the Court of Cassation,1834-01-01,1852-01-01,,,France,1834
322,Franck-Paul-François Carré,1800-09-21,1862-06-23,,male,,type of high court barrister in France,1835-01-01,1836-01-01,,,France,1835
323,Jean Landry Gillon,1788-06-10,1856-05-06,,male,,type of high court barrister in France,1839-01-01,,,,France,1839
324,Jean Landry Gillon,1788-06-10,1856-05-06,,male,,Member of the Court of Cassation,1840-01-01,,,,France,1840
325,Emile Delapalme,1793-11-14,1868-02-05,,male,,type of high court barrister in France,1841-01-01,1847-01-01,,,France,1841
326,Michel-Charles Chégaray,1802-04-18,1859-01-20,,male,,type of high court barrister in France,1843-01-01,1848-01-01,,,France,1843
327,Étienne François Simonneau,1781-10-24,1869-03-21,,male,,Member of the Court of Cassation,1844-01-01,1853-01-01,,,France,1844
328,Raymond Lacave-Laplagne,1786-12-21,1857-10-14,,male,,Q62076593,1844-01-01,1857-01-01,,,France,1844
329,Gustave Rouland,1806-02-01,1878-12-12,,male,,type of high court barrister in France,1847-01-01,1853-01-01,,,France,1847
330,Gustave Rouland,1806-02-03,1878-12-12,,male,,type of high court barrister in France,1847-01-01,1853-01-01,,,France,1847
331,Emile Delapalme,1793-11-14,1868-02-05,,male,,Member of the Court of Cassation,1847-01-01,1868-01-01,,,France,1847
332,Michel-Charles Chégaray,1802-04-18,1859-01-20,,male,,Member of the Court of Cassation,1852-01-01,1859-01-01,,,France,1852
333,Paul de Bresson,1802-03-11,1865-12-14,,male,,type of high court barrister in France,1853-01-01,1855-01-01,,,France,1853
334,Joseph Sénéca,1800-05-11,1878-09-24,,male,,Member of the Court of Cassation,1853-01-01,1863-01-01,,,France,1853
335,Paul de Bresson,1802-03-11,1865-12-14,,male,,Member of the Court of Cassation,1855-01-01,1865-01-01,,,France,1855
336,Félix Le Sérurier,1799-06-28,1880-02-06,,,,Member of the Court of Cassation,1855-01-01,1869-01-01,,,France,1855
337,Louis-Marie de Belleyme,1787-01-16,1862-02-25,,male,,Member of the Court of Cassation,1856-01-01,1862-01-01,,,France,1856
338,Prosper Zangiacomi,1802-03-25,1877-02-21,,male,,Member of the Court of Cassation,1858-01-01,1876-01-01,,,France,1858
339,Félix Cordoën,1811-03-15,1864-03-09,,male,,Member of the Court of Cassation,1861-01-01,1862-01-01,,,France,1861
340,Pierre Honoré Fauconneau-Dufresne,1805-02-25,1868-12-30,,male,,Member of the Court of Cassation,1861-01-01,1868-01-01,,,France,1861
341,Louis Michel Alméras-Latour,1811-08-19,1900-01-17,,male,,Member of the Court of Cassation,1867-01-01,1886-01-01,,,France,1867
342,Adrien Marie Devienne,1802-02-03,1883-07-09,,male,,First president of the Court of Cassation,1869-03-08,1877-03-10,,,France,1869
343,Charles Demangeat,1820-09-02,1896-03-22,,male,,Member of the Court of Cassation,1870-01-01,1895-01-01,,,France,1870
344,Louis-Hector Chaudru de Raynal,1805-01-28,1892-04-04,,male,,Q62076593,1871-01-01,1877-01-01,,,France,1871
345,Faustin Hélie,1799-05-31,1884-10-22,,male,,Q62076593,1872-01-01,1874-01-01,,,France,1872
346,Jacques Léon Étignard de La Faulotte,1809-01-27,1887-08-04,,male,,Member of the Court of Cassation,1876-01-01,1884-01-01,,,France,1876
347,Gabriel Adrien Robinet de Cléry,1836-08-18,1914-09-13,,male,,type of high court barrister in France,1876-04-04,1880-01-13,,,France,1876
348,Georges-Louis Mercier,1808-02-28,1893-03-15,,male,,First president of the Court of Cassation,1877-03-10,1883-04-12,,,France,1877
349,Alexandre Gustave Legendre,1822-08-13,1896-11-04,,male,,Member of the Court of Cassation,1878-01-01,1893-01-01,,,France,1878
350,Léobon Larombière,1813-12-23,1893-06-13,,male,,Q62076593,1883-01-01,,,,France,1883
351,Henri Roussellier,1842-08-17,1895-02-11,,male,Protestantism,type of high court barrister in France,1883-01-01,1887-01-01,,,France,1883
352,Jules Cazot,1821-02-11,1912-11-27,,male,,First president of the Court of Cassation,1883-04-12,1884-11-15,,,France,1883
