,court,court_description,title,full_name,gender,court_abbreviation,religion,party,nominator,race,date_of_birth,date_of_death,term_start,term_end
140,Austria,Constitutional Court,Vice-president of the Constitutional Court,Kurt Ringhofer,male,AUT,,,Q1006639,,1926-08-02T00:00:00Z,1993-08-14T00:00:00Z,1976-03-10T00:00:00Z,1993-08-14T00:00:00Z
141,Austria,Constitutional Court,President of the Constitutional Court,Erwin Melichar,male,AUT,,,Q1006639,,1913-09-26T00:00:00Z,2000-02-16T00:00:00Z,1977-10-10T00:00:00Z,1983-12-31T00:00:00Z
142,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Karl Korinek,male,AUT,,Austrian People's Party,Q1006639,,1940-12-07T00:00:00Z,2017-03-09T00:00:00Z,1978-01-02T00:00:00Z,2008-04-30T00:00:00Z
143,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Peter Jann,male,AUT,,,Q1006639,,1935-01-20T00:00:00Z,,1978-01-13T00:00:00Z,1995-01-31T00:00:00Z
144,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Kurt Heller,male,AUT,,,Federal Council of Austria,,1939-08-16T00:00:00Z,2020-04-01T00:00:00Z,1979-02-23T00:00:00Z,2009-12-31T00:00:00Z
145,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Werner Hinterauer,male,AUT,,,,,1917-12-08T00:00:00Z,2013-12-11T00:00:00Z,1980-01-01T00:00:00Z,1987-12-31T00:00:00Z
146,Austria,Constitutional Court,President of the Constitutional Court,Ludwig Adamovich,male,AUT,,,,,1932-08-24T00:00:00Z,,1984-01-01T00:00:00Z,2002-12-31T00:00:00Z
147,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Ludwig Adamovich,male,AUT,,,,,1932-08-24T00:00:00Z,,1984-01-01T00:00:00Z,2002-12-31T00:00:00Z
148,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Heinrich Kienberger,male,AUT,,,Federal Council of Austria,,1934-12-18T00:00:00Z,2018-08-01T00:00:00Z,1987-06-05T00:00:00Z,1995-10-31T00:00:00Z
149,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Peter Oberndorfer,male,AUT,,,,,1942-09-02T00:00:00Z,,1987-06-05T00:00:00Z,2012-01-31T00:00:00Z
150,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Siegbert Morscher,male,AUT,,,Q1006665,,1939-04-29T00:00:00Z,,1988-01-08T00:00:00Z,2004-11-30T00:00:00Z
151,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Oswin Martinek,male,AUT,,,,,1924-02-09T00:00:00Z,1997-08-30T00:00:00Z,1990-01-18T00:00:00Z,1994-12-31T00:00:00Z
152,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Lisbeth Lass,female,AUT,,,National Council of Austria,,1940-09-20T00:00:00Z,,1993-02-17T00:00:00Z,1994-03-07T00:00:00Z
153,Austria,Constitutional Court,Vice-president of the Constitutional Court,Karl Piska,male,AUT,,,Q1006666,,1928-05-18T00:00:00Z,2008-12-18T00:00:00Z,1993-10-21T00:00:00Z,1998-12-31T00:00:00Z
154,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Lisbeth Lass,female,AUT,,,National Council of Austria,,1940-09-20T00:00:00Z,,1994-03-07T00:00:00Z,2010-12-31T00:00:00Z
155,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Gerhart Holzinger,male,AUT,,,Q876059,,1947-06-12T00:00:00Z,,1995-05-31T00:00:00Z,2017-12-31T00:00:00Z
156,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Gabriele Kucsko-Stadlmayer,female,AUT,,,,,1955-12-19T00:00:00Z,,1995-06-06T00:00:00Z,2015-01-01T00:00:00Z
157,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Eleonore Berchtold-Ostermann,female,AUT,,,Federal Council of Austria,,1947-10-12T00:00:00Z,,1997-01-20T00:00:00Z,2017-12-31T00:00:00Z
158,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Rudolf Müller,male,AUT,,,,,1947-04-11T00:00:00Z,,1998-02-05T00:00:00Z,2017-12-31T00:00:00Z
159,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Robert Schick,male,AUT,,,National Council of Austria,,1959-04-07T00:00:00Z,,1998-12-17T00:00:00Z,
160,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Hans Georg Ruppe,male,AUT,,,,,1942-06-16T00:00:00Z,,1998-12-17T00:00:00Z,2012-12-31T00:00:00Z
161,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Lilian Hofmeister,female,AUT,,,,,1950-10-16T00:00:00Z,,1998-12-17T00:00:00Z,2020-12-31T00:00:00Z
162,Austria,Constitutional Court,Vice-president of the Constitutional Court,Karl Korinek,male,AUT,,Austrian People's Party,Klima cabinet,,1940-12-07T00:00:00Z,2017-03-09T00:00:00Z,1999-01-01T00:00:00Z,2002-12-31T00:00:00Z
163,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Claudia Kahr,female,AUT,,,Klima cabinet,,1955-09-30T00:00:00Z,,1999-03-22T00:00:00Z,
164,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Wolfgang Pesendorfer,male,AUT,,,Klima cabinet,,1949-12-20T00:00:00Z,,1999-03-22T00:00:00Z,2007-09-24T00:00:00Z
165,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Heinz Schäffer,male,AUT,,,Klima cabinet,,1941-04-25T00:00:00Z,2008-12-01T00:00:00Z,1999-08-23T00:00:00Z,2008-12-01T00:00:00Z
166,Austria,Constitutional Court,President of the Constitutional Court,Karl Korinek,male,AUT,,Austrian People's Party,First Schüssel cabinet,,1940-12-07T00:00:00Z,2017-03-09T00:00:00Z,2003-01-01T00:00:00Z,2008-04-30T00:00:00Z
167,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Herbert Haller,male,AUT,,,First Schüssel cabinet,,1940-02-07T00:00:00Z,2021-07-31T00:00:00Z,2003-01-01T00:00:00Z,2010-12-31T00:00:00Z
168,Austria,Constitutional Court,Vice-president of the Constitutional Court,Brigitte Bierlein,female,AUT,,independent politician,First Schüssel cabinet,,1949-06-25T00:00:00Z,,2003-01-01T00:00:00Z,2018-02-23T00:00:00Z
169,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Wolfgang Burtscher,male,AUT,,,Second Schüssel cabinet,,1959-10-24T00:00:00Z,,2005-01-28T00:00:00Z,2005-04-30T00:00:00Z
170,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Christoph Grabenwarter,male,AUT,,,Second Schüssel cabinet,,1966-08-04T00:00:00Z,,2005-06-02T00:00:00Z,2018-02-23T00:00:00Z
171,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Irmgard Griss,female,AUT,,NEOS – The New Austria,Federal Council of Austria,,1946-10-13T00:00:00Z,,2008-01-10T00:00:00Z,2016-12-31T00:00:00Z
172,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Johannes Hengstschläger,male,AUT,,,Gusenbauer cabinet,,1940-01-01T00:00:00Z,,2008-01-28T00:00:00Z,2010-12-31T00:00:00Z
173,Austria,Constitutional Court,President of the Constitutional Court,Gerhart Holzinger,male,AUT,,,Gusenbauer cabinet,,1947-06-12T00:00:00Z,,2008-05-01T00:00:00Z,2017-12-31T00:00:00Z
174,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Helmut Hörtenhuber,male,AUT,,,Gusenbauer cabinet,,1959-09-15T00:00:00Z,,2008-06-05T00:00:00Z,
175,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Nikolaus Bachler,male,AUT,,,Faymann cabinet,,1967-09-20T00:00:00Z,,2009-02-04T00:00:00Z,
176,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Sieglinde Gahleitner,female,AUT,,,Federal Council of Austria,,1965-05-10T00:00:00Z,,2010-01-01T00:00:00Z,
177,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Johannes Schnizer,male,AUT,,Social Democratic Party of Austria,Faymann cabinet,,1959-09-14T00:00:00Z,,2010-01-01T00:00:00Z,
178,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Georg Lienbacher,male,AUT,,,Faymann cabinet,,1961-02-21T00:00:00Z,,2011-01-10T00:00:00Z,
179,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Barbara Leitl-Staudinger,female,AUT,,,Faymann cabinet,,1974-06-10T00:00:00Z,,2011-01-10T00:00:00Z,
180,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Michael Holoubek,male,AUT,,,National Council of Austria,,1962-11-05T00:00:00Z,,2011-01-10T00:00:00Z,
181,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Christoph Herbst,male,AUT,,,Federal Council of Austria,,1960-06-08T00:00:00Z,,2011-07-07T00:00:00Z,
182,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Ingrid Siess-Scherz,female,AUT,,,Faymann cabinet,,1965-11-11T00:00:00Z,,2012-06-20T00:00:00Z,
183,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Markus Achatz,male,AUT,,,National Council of Austria,,1960-04-21T00:00:00Z,,2013-01-09T00:00:00Z,
184,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Angela Julcher,female,AUT,,,National Council of Austria,,1973-05-29T00:00:00Z,,2015-10-05T00:00:00Z,
185,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Werner Suppan,male,AUT,,Austrian People's Party,Federal Council of Austria,,1963-01-12T00:00:00Z,,2017-02-01T00:00:00Z,
186,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Wolfgang Brandstetter,male,AUT,,independent politician,First Kurz government,,1957-10-07T00:00:00Z,,2017-02-27T00:00:00Z,2021-06-07T00:00:00Z
187,Austria,Constitutional Court,President of the Constitutional Court,Brigitte Bierlein,female,AUT,,independent politician,First Kurz government,,1949-06-25T00:00:00Z,,2018-02-23T00:00:00Z,2019-06-02T00:00:00Z
188,Austria,Constitutional Court,Vice-president of the Constitutional Court,Christoph Grabenwarter,male,AUT,,,First Kurz government,,1966-08-04T00:00:00Z,,2018-02-23T00:00:00Z,2020-02-18T00:00:00Z
189,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Andreas Hauer,male,AUT,,,National Council of Austria,,1965-08-02T00:00:00Z,,2018-03-07T00:00:00Z,
190,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Michael Rami,male,AUT,,,Federal Council of Austria,,1968-02-02T00:00:00Z,,2018-04-11T00:00:00Z,
191,Austria,Constitutional Court,President of the Constitutional Court,Christoph Grabenwarter,male,AUT,,,Second Kurz cabinet,,1966-08-04T00:00:00Z,,2020-02-19T00:00:00Z,
192,Austria,Constitutional Court,Vice-president of the Constitutional Court,Verena Madner,female,AUT,,,Second Kurz cabinet,,1965-05-12T00:00:00Z,,2020-04-24T00:00:00Z,
193,Austria,Constitutional Court,Substitute Member of the Constitutional Court of Austria,Michael Mayrhofer,male,AUT,,,Second Kurz cabinet,,1975-07-18T00:00:00Z,,2021-05-11T00:00:00Z,2021-09-22T00:00:00Z
194,Austria,Constitutional Court,Member of the Constitutional Court of Austria,Michael Mayrhofer,male,AUT,,,Second Kurz cabinet,,1975-07-18T00:00:00Z,,2021-09-22T00:00:00Z,
195,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-01-01T00:00:00Z,1997-01-01T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
196,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-03-26T00:00:00Z,1997-01-01T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
197,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-03-29T00:00:00Z,1997-01-01T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
198,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-01-01T00:00:00Z,1997-07-08T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
199,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-03-26T00:00:00Z,1997-07-08T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
200,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Abu Sadat Mohammad Sayem,male,BGD,,Bangladesh Awami League,,,1916-03-29T00:00:00Z,1997-07-08T00:00:00Z,1972-12-16T00:00:00Z,1975-11-05T00:00:00Z
201,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Syed A. B. Mahmud Hossain,male,BGD,,,,,1916-01-01T00:00:00Z,1981-08-02T00:00:00Z,1975-11-18T00:00:00Z,1978-01-31T00:00:00Z
202,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Kemaluddin Hossain,male,BGD,,,,,1923-01-01T00:00:00Z,2013-08-21T00:00:00Z,1978-02-01T00:00:00Z,1982-04-11T00:00:00Z
203,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Fazle Kaderi Mohammad Abdul Munim,male,BGD,,,,,1924-12-01T00:00:00Z,2001-02-16T00:00:00Z,1982-04-12T00:00:00Z,1989-11-30T00:00:00Z
204,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Badrul Haider Chowdhury,male,BGD,,,,,1925-01-01T00:00:00Z,1998-02-14T00:00:00Z,1989-12-01T00:00:00Z,1990-01-01T00:00:00Z
205,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Shahabuddin Ahmed,male,BGD,Islam,independent politician,,,1930-02-01T00:00:00Z,,1990-01-14T00:00:00Z,1995-01-31T00:00:00Z
206,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Muhammad Habibur Rahman,male,BGD,Islam,,,,1930-12-03T00:00:00Z,2014-01-11T00:00:00Z,1995-02-01T00:00:00Z,1995-04-30T00:00:00Z
207,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,ATM Afzal,male,BGD,,,,,1934-01-01T00:00:00Z,,1995-05-01T00:00:00Z,1999-05-31T00:00:00Z
208,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Mustafa Kamal,male,BGD,,,,,1935-01-01T00:00:00Z,2015-01-05T00:00:00Z,1999-06-01T00:00:00Z,1999-12-31T00:00:00Z
209,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Latifur Rahman,male,BGD,Islam,,,,1936-03-01T00:00:00Z,2017-06-06T00:00:00Z,2000-01-01T00:00:00Z,2001-02-28T00:00:00Z
210,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Mahmudul Amin Choudhury,male,BGD,,,,,1937-06-18T00:00:00Z,2019-12-22T00:00:00Z,2001-03-01T00:00:00Z,2002-06-17T00:00:00Z
211,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Mainur Reza Chowdhury,male,BGD,,,,,1938-06-23T00:00:00Z,2004-06-26T00:00:00Z,2002-06-18T00:00:00Z,2003-06-22T00:00:00Z
212,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Khondokar Mahmud Hasan,male,BGD,,,,,1939-01-27T00:00:00Z,,2003-06-23T00:00:00Z,2004-01-26T00:00:00Z
213,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,J. R. Mudassir Husain,male,BGD,,,,,1940-01-01T00:00:00Z,,2004-01-27T00:00:00Z,2007-02-28T00:00:00Z
214,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,J. R. Mudassir Husain,male,BGD,,,,,1940-03-01T00:00:00Z,,2004-01-27T00:00:00Z,2007-02-28T00:00:00Z
215,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Md. Ruhul Amin,male,BGD,,,,,1941-01-01T00:00:00Z,,2007-03-01T00:00:00Z,2008-05-31T00:00:00Z
216,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,M. M. Ruhul Amin,male,BGD,,,,,1942-12-23T00:00:00Z,2017-01-17T00:00:00Z,2008-06-01T00:00:00Z,2009-12-22T00:00:00Z
217,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Md. Tafazzul Islam,male,BGD,,,,,1943-02-08T00:00:00Z,,2009-12-23T00:00:00Z,2010-02-07T00:00:00Z
218,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Mohammad Fajlul Karim,male,BGD,,,,,1943-09-30T00:00:00Z,,2010-02-08T00:00:00Z,2010-09-30T00:00:00Z
219,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,A.B.M. Khairul Haque,male,BGD,,,,,1944-05-18T00:00:00Z,,2010-10-01T00:00:00Z,2011-05-17T00:00:00Z
220,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Md. Muzammel Hossain,male,BGD,,,,,1948-01-17T00:00:00Z,,2011-05-18T00:00:00Z,2015-01-16T00:00:00Z
221,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Surendra Kumar Sinha,male,BGD,Hinduism,,,,1951-02-02T00:00:00Z,,2015-01-17T00:00:00Z,2017-11-11T00:00:00Z
222,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Md. Abdul Wahhab Miah,male,BGD,Islam,,,,1951-11-11T00:00:00Z,,2017-11-11T00:00:00Z,2018-02-02T00:00:00Z
223,Bangladesh,Supreme Court of Bangladesh,Chief Justice of Bangladesh,Syed Mahmud Hossain,male,BGD,,,,,1954-12-31T00:00:00Z,,2018-02-02T00:00:00Z,
224,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Marco Aurélio Mello,male,BRA,,,,,1946-07-12T00:00:00Z,,,
225,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Carlos Medeiros Silva,male,BRA,,,,,1907-06-19T00:00:00Z,1983-03-03T00:00:00Z,,
226,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Victor Nunes Leal,male,BRA,,,,,1914-11-11T00:00:00Z,1985-05-17T00:00:00Z,,
227,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Uladislau Herculano de Freitas,male,BRA,,,,,1865-11-25T00:00:00Z,1926-05-14T00:00:00Z,1925-01-01T00:00:00Z,1926-01-01T00:00:00Z
228,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Hahnemann Guimarães,male,BRA,,,,,1901-11-27T00:00:00Z,1980-04-14T00:00:00Z,1946-10-24T00:00:00Z,1967-10-13T00:00:00Z
229,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Olavo Bilac Pinto,male,BRA,,National Democratic Union,,,1908-02-08T00:00:00Z,1985-04-18T00:00:00Z,1970-06-17T00:00:00Z,1978-02-09T00:00:00Z
230,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,G3industrie,male,BRA,,,,,1919-03-27T00:00:00Z,2013-11-23T00:00:00Z,1978-12-13T00:00:00Z,1989-03-14T00:00:00Z
231,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Clóvis Ramalhete Maia,male,BRA,,,,,1912-01-01T00:00:00Z,1995-05-24T00:00:00Z,1981-04-08T00:00:00Z,1982-02-25T00:00:00Z
232,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Célio Borja,male,BRA,,Democratic Social Party,,,1928-07-15T00:00:00Z,,1986-04-14T00:00:00Z,1992-03-31T00:00:00Z
233,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Paulo Brossard,male,BRA,,Democratic Movement Party,,,1924-10-23T00:00:00Z,2015-04-12T00:00:00Z,1989-04-05T00:00:00Z,1994-10-24T00:00:00Z
234,Brazil,Supreme Federal Court,minister of the Supreme Federal Court,Teori Zavascki,male,BRA,,,,,1948-08-15T00:00:00Z,2017-01-19T00:00:00Z,2012-11-29T00:00:00Z,2017-01-19T00:00:00Z
235,Canada,Supreme Court of Canada,Chief Justice of Canada,Henri Elzéar Taschereau,male,CAN,,Parti bleu,,,1836-10-07T00:00:00Z,1911-04-14T00:00:00Z,,
236,Canada,Supreme Court of Canada,Chief Justice of Canada,Patrick Kerwin,male,CAN,,,,,1889-10-25T00:00:00Z,1963-02-02T00:00:00Z,,
237,Canada,Supreme Court of Canada,Chief Justice of Canada,Francis Alexander Anglin,male,CAN,,,,,1865-04-02T00:00:00Z,1933-03-02T00:00:00Z,,
238,Canada,Supreme Court of Canada,Chief Justice of Canada,Samuel Henry Strong,male,CAN,,,,,1825-08-13T00:00:00Z,1909-08-31T00:00:00Z,,
239,Canada,Supreme Court of Canada,Chief Justice of Canada,Gérald Fauteux,male,CAN,,,,,1900-10-22T00:00:00Z,1980-09-14T00:00:00Z,,
240,Canada,Supreme Court of Canada,Chief Justice of Canada,Thibaudeau Rinfret,male,CAN,,Parti libéral du Québec,,,1879-06-22T00:00:00Z,1962-06-25T00:00:00Z,,
241,Canada,Supreme Court of Canada,Chief Justice of Canada,Thibaudeau Rinfret,male,CAN,,Parti libéral du Québec,,,1879-06-22T00:00:00Z,1962-07-25T00:00:00Z,,
242,Canada,Supreme Court of Canada,Chief Justice of Canada,John Robert Cartwright,male,CAN,,,,,1895-03-23T00:00:00Z,1979-11-24T00:00:00Z,,
243,Canada,Supreme Court of Canada,Chief Justice of Canada,William Buell Richards,male,CAN,,Reform movement,,,1815-05-02T00:00:00Z,1889-01-26T00:00:00Z,1875-09-30T00:00:00Z,1879-01-10T00:00:00Z
244,Canada,Supreme Court of Canada,Chief Justice of Canada,William Johnstone Ritchie,male,CAN,,,,,1813-10-28T00:00:00Z,1892-09-25T00:00:00Z,1879-01-11T00:00:00Z,1892-09-25T00:00:00Z
